Date,Series,Open,High,Low,Prev Close,Last,Close,VWAP,52W H,52W L,Volume,Turnover,Trades
2023-04-05,EQ,"2,348.00","2,348.00","2,308.55","2,331.45","2,324.10","2,325.85","2,325.64","2,856.15","2,180.00","75,05,339","17,45,47,36,439.85","2,15,635"
2023-04-06,EQ,"2,318.15","2,354.00","2,318.15","2,325.85","2,340.15","2,341.45","2,341.09","2,856.15","2,180.00","85,07,771","19,91,74,29,621.50","2,01,019"
2023-04-10,EQ,"2,350.00","2,350.40","2,321.55","2,341.45","2,324.05","2,324.85","2,337.29","2,856.15","2,180.00","59,81,688","13,98,09,69,369.40","1,46,678"
2023-04-11,EQ,"2,334.00","2,341.00","2,324.05","2,324.85","2,334.10","2,336.35","2,333.10","2,856.15","2,180.00","48,65,301","11,35,12,55,127.75","1,51,084"
2023-04-12,EQ,"2,336.35","2,367.80","2,330.05","2,336.35","2,346.70","2,346.65","2,347.57","2,856.15","2,180.00","83,89,646","19,69,52,62,387.55","1,87,546"
2023-04-13,EQ,"2,353.00","2,365.80","2,342.00","2,346.65","2,356.00","2,355.50","2,354.04","2,856.15","2,180.00","57,12,541","13,44,75,64,946.75","1,73,375"
2023-04-17,EQ,"2,424.95","2,424.95","2,349.05","2,355.50","2,367.35","2,367.45","2,371.58","2,856.15","2,180.00","82,74,452","19,62,34,93,252.40","1,98,022"
2023-04-18,EQ,"2,377.00","2,377.00","2,326.00","2,367.45","2,340.40","2,340.35","2,341.54","2,856.15","2,180.00","48,02,172","11,24,44,58,267.80","1,59,024"
2023-04-19,EQ,"2,339.05","2,357.90","2,332.20","2,340.35","2,348.80","2,352.00","2,347.73","2,856.15","2,180.00","56,64,207","13,29,80,39,126.00","1,46,728"
2023-04-20,EQ,"2,354.10","2,359.00","2,332.10","2,352.00","2,345.00","2,346.05","2,342.63","2,856.15","2,180.00","32,33,882","7,57,57,82,937.90","1,42,307"
2023-04-21,EQ,"2,350.65","2,361.00","2,336.40","2,346.05","2,351.00","2,349.00","2,348.70","2,856.15","2,180.00","35,29,236","8,28,91,02,461.70","1,51,695"
2023-04-24,EQ,"2,375.00","2,380.90","2,348.00","2,349.00","2,360.50","2,358.00","2,360.70","2,856.15","2,180.00","59,70,048","14,09,35,09,408.65","2,17,965"
2023-04-25,EQ,"2,366.00","2,380.60","2,350.50","2,358.00","2,373.45","2,376.05","2,365.75","2,856.15","2,180.00","42,62,471","10,08,39,30,491.20","1,51,700"
2023-04-26,EQ,"2,379.00","2,386.10","2,354.05","2,376.05","2,361.90","2,362.10","2,363.34","2,856.15","2,180.00","39,77,129","9,39,93,18,934.15","1,59,924"
2023-04-27,EQ,"2,375.00","2,384.00","2,364.00","2,362.10","2,381.70","2,377.05","2,373.05","2,856.15","2,180.00","42,30,627","10,03,94,93,207.75","1,51,491"
2023-04-28,EQ,"2,382.00","2,423.90","2,381.75","2,377.05","2,419.90","2,420.50","2,409.46","2,856.15","2,180.00","71,83,342","17,30,79,47,047.80","2,26,856"
2023-05-02,EQ,"2,436.20","2,445.80","2,428.10","2,420.50","2,440.20","2,441.05","2,438.83","2,817.35","2,180.00","59,91,101","14,61,12,50,968.30","2,13,010"
2023-05-03,EQ,"2,445.00","2,445.00","2,413.05","2,441.05","2,418.00","2,420.10","2,423.03","2,817.35","2,180.00","32,59,053","7,89,67,75,124.85","1,22,949"
2023-05-04,EQ,"2,421.15","2,452.85","2,414.60","2,420.10","2,445.95","2,448.00","2,438.20","2,817.35","2,180.00","39,85,159","9,71,66,26,291.25","1,48,384"
2023-05-05,EQ,"2,441.00","2,461.35","2,436.00","2,448.00","2,441.00","2,441.75","2,447.86","2,817.35","2,180.00","40,36,548","9,88,09,00,102.30","1,71,662"
2023-05-08,EQ,"2,450.00","2,483.65","2,444.15","2,441.75","2,471.00","2,471.90","2,468.41","2,817.35","2,180.00","42,24,469","10,42,77,25,788.55","1,69,304"
2023-05-09,EQ,"2,475.00","2,486.80","2,463.25","2,471.90","2,476.70","2,479.55","2,476.94","2,817.35","2,180.00","29,83,468","7,38,98,73,116.30","1,67,950"
2023-05-10,EQ,"2,490.00","2,499.85","2,481.20","2,479.55","2,492.00","2,496.60","2,493.65","2,817.35","2,180.00","50,17,544","12,51,20,18,443.70","1,47,588"
2023-05-11,EQ,"2,498.95","2,509.50","2,476.55","2,496.60","2,482.00","2,480.30","2,494.02","2,817.35","2,180.00","48,72,451","12,15,19,66,094.10","1,90,308"
2023-05-12,EQ,"2,469.80","2,487.40","2,456.50","2,480.30","2,481.90","2,484.35","2,473.50","2,817.35","2,180.00","32,09,889","7,93,96,58,229.75","1,16,311"
2023-05-15,EQ,"2,489.90","2,504.55","2,473.15","2,484.35","2,484.75","2,489.25","2,492.24","2,817.35","2,180.00","31,53,587","7,85,94,81,400.85","1,39,761"
2023-05-16,EQ,"2,494.00","2,499.60","2,450.15","2,489.25","2,454.55","2,453.80","2,474.17","2,817.35","2,180.00","40,23,000","9,95,35,70,679.50","2,02,246"
2023-05-17,EQ,"2,463.00","2,465.00","2,429.00","2,453.80","2,442.00","2,439.30","2,444.63","2,817.35","2,180.00","40,60,722","9,92,69,61,637.20","1,55,508"
2023-05-18,EQ,"2,449.55","2,457.00","2,427.15","2,439.30","2,433.00","2,434.05","2,443.67","2,817.35","2,180.00","48,57,531","11,87,02,19,947.45","1,45,659"
2023-05-19,EQ,"2,434.05","2,445.95","2,418.85","2,434.05","2,444.00","2,441.95","2,432.71","2,817.35","2,180.00","37,15,280","9,03,82,04,553.15","1,18,264"
2023-05-22,EQ,"2,435.00","2,466.00","2,432.35","2,441.95","2,454.50","2,455.00","2,455.77","2,817.35","2,180.00","34,31,208","8,42,62,66,009.20","1,22,501"
2023-05-23,EQ,"2,460.65","2,468.00","2,451.45","2,455.00","2,453.00","2,454.55","2,460.13","2,817.35","2,180.00","28,11,473","6,91,65,83,531.40","1,21,065"
2023-05-24,EQ,"2,445.90","2,464.00","2,433.45","2,454.55","2,441.00","2,440.25","2,447.77","2,817.35","2,180.00","37,43,804","9,16,39,84,988.70","1,32,191"
2023-05-25,EQ,"2,433.90","2,449.00","2,416.05","2,440.25","2,444.85","2,439.95","2,430.14","2,817.35","2,180.00","53,01,647","12,88,37,32,875.05","1,36,521"
2023-05-26,EQ,"2,458.00","2,509.00","2,450.75","2,439.95","2,508.80","2,506.50","2,489.54","2,817.35","2,180.00","58,27,017","14,50,66,12,501.75","1,97,182"
2023-05-29,EQ,"2,521.00","2,530.00","2,507.20","2,506.50","2,518.20","2,520.60","2,519.76","2,817.35","2,180.00","46,19,754","11,64,06,58,051.85","1,84,530"
2023-05-30,EQ,"2,520.60","2,537.70","2,514.35","2,520.60","2,520.55","2,519.95","2,524.94","2,817.35","2,180.00","52,34,564","13,21,69,61,279.00","1,73,212"
2023-05-31,EQ,"2,500.00","2,509.85","2,461.00","2,519.95","2,466.95","2,469.90","2,477.34","2,817.35","2,180.00","1,25,10,304","30,99,22,95,693.45","2,89,027"
2023-06-01,EQ,"2,480.15","2,484.90","2,458.00","2,469.90","2,467.00","2,463.25","2,472.06","2,817.35","2,180.00","67,34,525","16,64,81,39,919.55","2,16,233"
2023-06-02,EQ,"2,471.00","2,482.85","2,451.00","2,463.25","2,455.25","2,455.20","2,459.32","2,817.35","2,180.00","72,91,995","17,93,33,84,336.15","1,60,655"
2023-06-05,EQ,"2,467.20","2,483.75","2,458.45","2,455.20","2,479.95","2,477.25","2,470.14","2,814.00","2,180.00","50,34,355","12,43,55,36,493.30","1,61,758"
2023-06-06,EQ,"2,483.45","2,487.70","2,462.00","2,477.25","2,483.80","2,479.35","2,473.70","2,814.00","2,180.00","34,58,161","8,55,44,57,378.70","1,67,754"
2023-06-07,EQ,"2,487.00","2,500.00","2,472.60","2,479.35","2,498.00","2,498.15","2,487.06","2,814.00","2,180.00","47,59,238","11,83,65,09,766.30","1,87,387"
2023-06-08,EQ,"2,506.00","2,516.85","2,491.00","2,498.15","2,505.00","2,499.65","2,504.11","2,814.00","2,180.00","55,70,815","13,94,99,25,583.10","1,76,663"
2023-06-09,EQ,"2,507.00","2,508.55","2,478.00","2,499.65","2,482.00","2,481.95","2,493.99","2,814.00","2,180.00","27,12,243","6,76,43,00,003.70","1,54,585"
2023-06-12,EQ,"2,475.50","2,489.20","2,465.00","2,481.95","2,488.00","2,484.15","2,479.76","2,755.00","2,180.00","29,49,893","7,31,50,18,537.50","1,55,197"
2023-06-13,EQ,"2,495.00","2,523.45","2,486.25","2,484.15","2,517.90","2,520.85","2,509.06","2,755.00","2,180.00","51,90,958","13,02,44,09,119.20","1,79,929"
2023-06-14,EQ,"2,521.00","2,555.00","2,517.00","2,520.85","2,546.25","2,551.85","2,541.35","2,755.00","2,180.00","61,27,509","15,57,21,20,760.55","2,55,684"
2023-06-15,EQ,"2,551.80","2,562.55","2,535.50","2,551.85","2,550.15","2,552.55","2,551.63","2,755.00","2,180.00","54,51,926","13,91,13,15,989.45","1,93,503"
2023-06-16,EQ,"2,560.20","2,582.40","2,560.20","2,552.55","2,575.00","2,577.40","2,574.79","2,755.00","2,180.00","1,11,55,180","28,72,22,02,805.50","2,37,630"
2023-06-19,EQ,"2,584.00","2,584.00","2,542.65","2,577.40","2,550.50","2,551.80","2,555.84","2,755.00","2,180.00","31,37,532","8,01,90,25,286.30","1,30,037"
2023-06-20,EQ,"2,547.55","2,564.00","2,535.00","2,551.80","2,561.50","2,557.10","2,548.60","2,755.00","2,180.00","31,94,085","8,14,04,54,943.70","1,19,189"
2023-06-21,EQ,"2,557.00","2,569.85","2,548.00","2,557.10","2,564.90","2,564.30","2,561.96","2,755.00","2,180.00","32,12,779","8,23,10,21,944.90","1,35,010"
2023-06-22,EQ,"2,556.00","2,573.30","2,532.00","2,564.30","2,539.00","2,535.50","2,551.25","2,755.00","2,180.00","35,16,244","8,97,08,24,759.40","1,79,274"
2023-06-23,EQ,"2,528.90","2,533.40","2,512.00","2,535.50","2,517.80","2,514.75","2,521.55","2,755.00","2,180.00","30,59,084","7,71,36,44,596.40","1,36,010"
2023-06-26,EQ,"2,507.00","2,515.40","2,488.70","2,514.75","2,495.25","2,495.55","2,500.04","2,755.00","2,180.00","58,33,893","14,58,49,60,042.70","1,40,793"
2023-06-27,EQ,"2,496.55","2,509.50","2,486.65","2,495.55","2,495.00","2,496.45","2,496.25","2,755.00","2,180.00","44,71,687","11,16,24,30,554.95","1,57,574"
2023-06-28,EQ,"2,513.00","2,537.85","2,497.85","2,496.45","2,530.35","2,529.50","2,525.48","2,755.00","2,180.00","52,39,872","13,23,32,13,873.00","1,90,293"
2023-06-30,EQ,"2,546.40","2,556.65","2,533.45","2,529.50","2,553.35","2,550.25","2,543.75","2,755.00","2,180.00","51,46,441","13,09,12,51,360.20","2,23,168"
2023-07-03,EQ,"2,558.05","2,622.00","2,555.35","2,550.25","2,612.00","2,615.70","2,596.46","2,755.00","2,180.00","56,09,248","14,56,42,07,451.25","2,05,284"
2023-07-04,EQ,"2,625.00","2,625.00","2,573.25","2,615.70","2,588.00","2,588.75","2,588.64","2,755.00","2,180.00","37,20,447","9,63,09,11,136.45","1,57,756"
2023-07-05,EQ,"2,609.00","2,609.00","2,575.80","2,588.75","2,588.00","2,584.50","2,585.90","2,755.00","2,180.00","47,29,479","12,22,99,54,790.40","1,63,146"
2023-07-06,EQ,"2,576.05","2,644.45","2,576.05","2,584.50","2,633.30","2,638.75","2,628.55","2,755.00","2,180.00","88,22,948","23,19,15,25,858.60","2,42,971"
2023-07-07,EQ,"2,635.00","2,664.95","2,628.00","2,638.75","2,629.00","2,633.60","2,645.39","2,755.00","2,180.00","61,72,684","16,32,91,64,522.95","2,31,715"
2023-07-10,EQ,"2,688.90","2,756.00","2,675.00","2,633.60","2,735.25","2,735.05","2,729.55","2,756.00","2,180.00","1,53,40,262","41,87,19,95,571.75","4,52,960"
2023-07-11,EQ,"2,752.90","2,770.00","2,737.60","2,735.05","2,769.00","2,764.70","2,755.34","2,770.00","2,180.00","92,62,001","25,51,99,75,405.90","3,06,208"
