"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"20-Jan-2024","EQ","3,179.90","3,189.20","3,130.35","3,165.85","3,142.85","3,138.80","3,156.45","3,568.00","2,685.85","2,75,937","87,09,82,603.55","30,633"
"19-Jan-2024","EQ","3,177.80","3,201.55","3,148.60","3,163.85","3,166.00","3,165.85","3,171.07","3,568.00","2,685.85","9,36,201","2,96,87,57,419.35","1,07,564"
"18-Jan-2024","EQ","3,257.95","3,257.95","3,048.60","3,242.30","3,173.00","3,163.85","3,147.43","3,568.00","2,685.85","19,79,174","6,22,93,11,861.10","1,88,313"
"17-Jan-2024","EQ","3,294.10","3,304.35","3,193.05","3,296.90","3,249.70","3,242.30","3,264.05","3,568.00","2,685.85","22,39,241","7,30,89,99,438.65","1,46,143"
"16-Jan-2024","EQ","3,274.95","3,320.00","3,273.90","3,273.90","3,302.75","3,296.90","3,300.41","3,568.00","2,685.85","7,48,215","2,46,94,16,279.50","90,527"
"15-Jan-2024","EQ","3,282.20","3,287.20","3,258.60","3,277.80","3,280.00","3,273.90","3,268.89","3,568.00","2,685.85","7,28,116","2,38,01,31,693.25","71,432"
"12-Jan-2024","EQ","3,294.95","3,294.95","3,244.00","3,288.20","3,287.25","3,277.80","3,265.68","3,568.00","2,685.85","6,73,004","2,19,78,18,060.50","87,373"
"11-Jan-2024","EQ","3,286.85","3,309.20","3,270.70","3,286.85","3,285.00","3,288.20","3,285.11","3,568.00","2,685.85","5,37,469","1,76,56,43,934.30","74,706"
"10-Jan-2024","EQ","3,292.00","3,293.00","3,258.20","3,267.50","3,285.00","3,286.85","3,276.23","3,568.00","2,685.85","6,91,087","2,26,41,57,869.20","59,565"
"09-Jan-2024","EQ","3,310.00","3,315.00","3,262.25","3,298.40","3,272.25","3,267.50","3,288.37","3,568.00","2,685.85","6,70,704","2,20,55,22,435.20","58,748"
"08-Jan-2024","EQ","3,355.00","3,376.50","3,294.85","3,355.55","3,301.00","3,298.40","3,322.10","3,568.00","2,685.85","5,45,884","1,81,34,83,826.75","62,730"
"05-Jan-2024","EQ","3,379.95","3,380.40","3,348.00","3,379.95","3,352.00","3,355.55","3,364.27","3,568.00","2,685.85","4,16,956","1,40,27,51,510.35","68,006"
"04-Jan-2024","EQ","3,372.00","3,401.25","3,363.80","3,373.60","3,375.35","3,379.95","3,385.28","3,568.00","2,685.85","7,77,127","2,63,07,94,902.25","73,687"
"03-Jan-2024","EQ","3,391.35","3,399.00","3,365.00","3,391.35","3,374.95","3,373.60","3,384.56","3,568.00","2,685.85","3,79,131","1,28,31,91,878.95","45,139"
"02-Jan-2024","EQ","3,396.00","3,398.90","3,345.00","3,396.10","3,390.00","3,391.35","3,375.92","3,568.00","2,685.85","5,52,394","1,86,48,37,635.55","58,169"
"01-Jan-2024","EQ","3,403.00","3,411.80","3,389.15","3,402.40","3,390.00","3,396.10","3,397.12","3,568.00","2,685.85","2,83,951","96,46,15,249.85","41,365"
"29-Dec-2023","EQ","3,410.00","3,422.95","3,383.90","3,397.25","3,394.75","3,402.40","3,401.15","3,568.00","2,685.85","6,15,676","2,09,40,08,563.40","67,005"
"28-Dec-2023","EQ","3,405.00","3,419.95","3,373.05","3,404.45","3,399.50","3,397.25","3,392.66","3,568.00","2,685.85","7,79,250","2,64,37,32,575.20","84,398"
"27-Dec-2023","EQ","3,381.05","3,409.95","3,354.00","3,383.35","3,400.00","3,404.45","3,376.34","3,568.00","2,685.85","8,37,182","2,82,66,14,984.65","87,270"
"26-Dec-2023","EQ","3,349.95","3,391.90","3,345.20","3,341.30","3,383.00","3,383.35","3,370.47","3,568.00","2,685.85","6,00,190","2,02,29,25,133.05","49,808"
"22-Dec-2023","EQ","3,309.90","3,350.80","3,287.00","3,302.95","3,345.00","3,341.30","3,331.17","3,568.00","2,685.85","9,30,563","3,09,98,63,702.20","99,092"
"21-Dec-2023","EQ","3,280.00","3,320.00","3,271.85","3,297.15","3,305.65","3,302.95","3,296.07","3,568.00","2,685.85","15,85,879","5,22,71,75,386.60","83,813"
"20-Dec-2023","EQ","3,336.05","3,359.95","3,282.65","3,336.05","3,288.00","3,297.15","3,327.79","3,568.00","2,685.85","9,79,762","3,26,04,40,870.20","81,014"
"19-Dec-2023","EQ","3,335.95","3,353.90","3,300.15","3,332.05","3,335.00","3,336.05","3,329.54","3,568.00","2,685.85","7,80,448","2,59,85,31,549.85","62,835"
"18-Dec-2023","EQ","3,313.00","3,335.80","3,296.00","3,313.90","3,335.00","3,332.05","3,322.04","3,568.00","2,685.85","9,11,936","3,02,94,90,833.80","67,398"
"15-Dec-2023","EQ","3,250.00","3,326.35","3,242.00","3,241.35","3,312.65","3,313.90","3,288.17","3,568.00","2,685.85","16,31,687","5,36,52,62,123.40","1,04,245"
"14-Dec-2023","EQ","3,255.00","3,258.60","3,218.00","3,243.65","3,245.75","3,241.35","3,237.43","3,568.00","2,685.85","9,23,107","2,98,84,96,890.30","95,724"
"13-Dec-2023","EQ","3,240.00","3,254.95","3,190.30","3,224.75","3,237.50","3,243.65","3,221.45","3,568.00","2,685.85","10,52,079","3,38,92,23,419.70","82,462"
"12-Dec-2023","EQ","3,228.00","3,257.05","3,210.00","3,233.00","3,213.00","3,224.75","3,231.72","3,568.00","2,685.85","10,19,030","3,29,32,19,184.20","1,03,825"
"11-Dec-2023","EQ","3,230.00","3,245.00","3,185.50","3,232.00","3,240.15","3,233.00","3,210.75","3,568.00","2,685.85","9,10,426","2,92,31,49,196.60","74,020"
"08-Dec-2023","EQ","3,255.00","3,269.80","3,227.80","3,251.80","3,229.00","3,232.00","3,241.09","3,568.00","2,685.85","8,95,852","2,90,35,35,270.85","1,27,121"
"07-Dec-2023","EQ","3,284.00","3,299.95","3,246.85","3,252.55","3,252.00","3,251.80","3,267.33","3,568.00","2,685.85","10,71,725","3,50,16,75,559.25","1,18,189"
"06-Dec-2023","EQ","3,265.00","3,289.00","3,232.95","3,226.25","3,250.00","3,252.55","3,266.13","3,568.00","2,685.85","12,29,158","4,01,45,89,483.95","84,535"
"05-Dec-2023","EQ","3,197.00","3,247.65","3,180.00","3,194.55","3,220.20","3,226.25","3,217.52","3,568.00","2,685.85","10,05,550","3,23,53,77,814.60","75,863"
"04-Dec-2023","EQ","3,190.00","3,204.45","3,166.50","3,173.40","3,196.00","3,194.55","3,186.39","3,568.00","2,685.85","10,18,189","3,24,43,52,091.95","78,512"
"01-Dec-2023","EQ","3,146.95","3,190.60","3,140.25","3,119.90","3,172.00","3,173.40","3,169.94","3,568.00","2,685.85","9,60,196","3,04,37,67,709.25","69,376"
"30-Nov-2023","EQ","3,148.35","3,153.95","3,108.35","3,148.35","3,125.20","3,119.90","3,124.04","3,568.00","2,685.85","17,93,116","5,60,17,66,269.50","77,072"
"29-Nov-2023","EQ","3,148.35","3,170.00","3,142.00","3,148.35","3,149.55","3,148.35","3,158.69","3,568.00","2,685.85","6,20,725","1,96,06,80,377.40","61,685"
"28-Nov-2023","EQ","3,141.15","3,160.00","3,136.15","3,136.15","3,145.40","3,148.35","3,150.01","3,568.00","2,685.85","6,47,883","2,04,08,37,993.45","84,580"
"24-Nov-2023","EQ","3,118.00","3,139.80","3,111.00","3,122.95","3,130.20","3,136.15","3,126.55","3,568.00","2,685.85","7,56,329","2,36,46,99,220.40","49,189"
"23-Nov-2023","EQ","3,148.00","3,171.40","3,115.15","3,133.00","3,119.70","3,122.95","3,139.03","3,568.00","2,685.85","7,92,460","2,48,75,57,657.05","65,778"
"22-Nov-2023","EQ","3,140.00","3,157.00","3,121.20","3,133.25","3,130.30","3,133.00","3,139.35","3,568.00","2,685.85","4,89,889","1,53,79,31,540.40","47,598"
"21-Nov-2023","EQ","3,156.90","3,156.90","3,127.00","3,140.35","3,134.70","3,133.25","3,135.93","3,568.00","2,685.85","4,09,069","1,28,28,13,126.20","50,458"
"20-Nov-2023","EQ","3,168.90","3,171.90","3,132.00","3,168.90","3,140.00","3,140.35","3,146.59","3,568.00","2,685.85","4,06,431","1,27,88,69,993.50","50,256"
"17-Nov-2023","EQ","3,150.00","3,228.25","3,145.65","3,130.30","3,167.00","3,168.90","3,196.91","3,568.00","2,685.85","14,30,175","4,57,21,43,138.90","1,11,559"
"16-Nov-2023","EQ","3,119.00","3,140.90","3,097.60","3,116.20","3,131.10","3,130.30","3,125.99","3,568.00","2,685.85","6,75,454","2,11,14,63,858.05","70,056"
"15-Nov-2023","EQ","3,085.70","3,118.85","3,078.70","3,085.60","3,115.80","3,116.20","3,101.22","3,568.00","2,685.85","7,00,017","2,17,09,06,897.20","64,696"
"13-Nov-2023","EQ","3,098.00","3,098.00","3,065.00","3,098.15","3,083.00","3,085.60","3,079.60","3,568.00","2,685.85","4,05,941","1,25,01,34,113.50","38,458"
"12-Nov-2023","EQ","3,099.95","3,100.00","3,090.00","3,076.45","3,099.50","3,098.15","3,097.92","3,568.00","2,685.85","85,178","26,38,74,727.45","14,342"
"10-Nov-2023","EQ","3,070.00","3,085.00","3,040.10","3,080.20","3,080.00","3,076.45","3,063.01","3,568.00","2,685.85","3,64,232","1,11,56,47,633.35","40,004"
"09-Nov-2023","EQ","3,100.00","3,111.40","3,074.05","3,095.25","3,080.00","3,080.20","3,092.43","3,568.00","2,685.85","8,49,702","2,62,76,43,628.10","69,891"
"08-Nov-2023","EQ","3,058.00","3,098.95","3,046.20","3,033.35","3,098.00","3,095.25","3,081.68","3,568.00","2,685.85","7,83,400","2,41,41,88,986.50","62,335"
"07-Nov-2023","EQ","3,029.30","3,038.95","3,002.20","3,029.30","3,038.00","3,033.35","3,022.80","3,568.00","2,685.85","7,57,998","2,29,12,79,142.50","58,294"
"06-Nov-2023","EQ","2,998.00","3,034.05","2,983.85","2,977.85","3,029.70","3,029.30","3,014.43","3,568.00","2,685.85","6,20,959","1,87,18,38,596.55","62,963"
"03-Nov-2023","EQ","2,957.00","2,982.90","2,942.00","2,955.40","2,978.20","2,977.85","2,969.90","3,568.00","2,685.85","7,15,997","2,12,64,41,016.75","70,256"
"02-Nov-2023","EQ","2,961.05","2,962.00","2,934.00","2,934.55","2,955.10","2,955.40","2,948.93","3,568.00","2,685.85","9,00,125","2,65,44,01,760.70","94,444"
"01-Nov-2023","EQ","2,997.95","3,008.90","2,930.00","2,995.70","2,938.00","2,934.55","2,954.56","3,568.00","2,685.85","10,29,990","3,04,31,65,462.15","1,18,913"
"31-Oct-2023","EQ","2,969.00","3,012.75","2,966.00","2,967.10","2,999.00","2,995.70","2,994.91","3,568.00","2,685.85","11,52,306","3,45,10,54,390.80","95,564"
"30-Oct-2023","EQ","2,974.00","2,991.95","2,939.10","2,955.15","2,973.00","2,967.10","2,966.44","3,568.00","2,685.85","8,78,885","2,60,71,59,628.50","74,109"
"27-Oct-2023","EQ","2,932.80","2,974.65","2,931.00","2,960.30","2,959.00","2,955.15","2,954.69","3,568.00","2,685.85","17,08,185","5,04,71,60,433.30","1,56,670"
"26-Oct-2023","EQ","3,051.10","3,055.00","2,940.00","3,060.80","2,951.00","2,960.30","2,985.38","3,568.00","2,685.85","18,34,111","5,47,55,10,150.55","1,61,772"
"25-Oct-2023","EQ","3,093.40","3,108.00","3,052.00","3,072.00","3,061.10","3,060.80","3,081.66","3,568.00","2,685.85","6,69,290","2,06,25,23,283.25","68,987"
"23-Oct-2023","EQ","3,096.05","3,108.90","3,064.00","3,105.85","3,068.00","3,072.00","3,090.96","3,568.00","2,685.85","3,74,476","1,15,74,90,160.85","55,331"
"20-Oct-2023","EQ","3,092.50","3,115.10","3,064.55","3,101.80","3,105.00","3,105.85","3,098.44","3,568.00","2,685.85","7,11,434","2,20,43,34,814.90","89,613"
"19-Oct-2023","EQ","3,087.70","3,110.90","3,076.10","3,096.45","3,101.00","3,101.80","3,095.68","3,568.00","2,685.85","5,68,124","1,75,87,27,731.40","73,872"
"18-Oct-2023","EQ","3,110.00","3,115.20","3,090.00","3,113.55","3,095.25","3,096.45","3,104.55","3,568.00","2,685.85","4,81,985","1,49,63,44,917.95","60,993"
"17-Oct-2023","EQ","3,137.00","3,137.00","3,091.80","3,112.05","3,116.90","3,113.55","3,110.94","3,568.00","2,685.85","7,92,640","2,46,58,56,469.75","68,035"
"16-Oct-2023","EQ","3,124.00","3,128.00","3,096.10","3,148.80","3,112.00","3,112.05","3,113.39","3,568.00","2,685.85","8,53,011","2,65,57,58,018.20","89,855"
"13-Oct-2023","EQ","3,150.00","3,172.00","3,128.25","3,159.10","3,148.00","3,148.80","3,147.26","3,568.00","2,685.85","8,54,688","2,68,99,27,266.85","1,10,722"
"12-Oct-2023","EQ","3,186.00","3,188.50","3,150.05","3,163.90","3,162.00","3,159.10","3,159.03","3,568.00","2,685.85","9,92,531","3,13,54,31,725.45","1,03,482"
"11-Oct-2023","EQ","3,169.00","3,185.00","3,152.05","3,151.50","3,164.00","3,163.90","3,167.68","3,568.00","2,685.85","10,25,317","3,24,78,76,025.65","89,674"
"10-Oct-2023","EQ","3,150.00","3,164.90","3,140.05","3,152.80","3,152.95","3,151.50","3,150.31","3,568.00","2,685.85","8,47,367","2,66,94,64,652.25","78,153"
"09-Oct-2023","EQ","3,140.05","3,163.00","3,132.70","3,195.75","3,152.00","3,152.80","3,152.84","3,568.00","2,685.85","7,00,012","2,20,70,25,609.45","67,617"
"06-Oct-2023","EQ","3,214.75","3,217.00","3,190.00","3,206.25","3,197.00","3,195.75","3,200.44","3,568.00","2,685.85","8,14,257","2,60,59,77,189.80","63,803"
"05-Oct-2023","EQ","3,210.00","3,232.10","3,174.30","3,169.90","3,202.00","3,206.25","3,200.15","3,568.00","2,685.85","10,02,610","3,20,85,06,367.00","83,570"
"04-Oct-2023","EQ","3,164.95","3,189.00","3,151.35","3,166.85","3,169.10","3,169.90","3,171.84","3,568.00","2,685.85","8,92,584","2,83,11,32,462.65","80,714"
"03-Oct-2023","EQ","3,166.10","3,227.80","3,162.00","3,161.05","3,167.50","3,166.85","3,188.43","3,568.00","2,685.85","12,19,145","3,88,71,55,363.70","90,310"
"29-Sep-2023","EQ","3,195.00","3,195.00","3,134.00","3,170.35","3,166.00","3,161.05","3,160.04","3,582.90","2,685.85","15,50,585","4,89,99,13,073.05","1,04,346"
"28-Sep-2023","EQ","3,281.80","3,289.00","3,155.00","3,301.80","3,180.00","3,170.35","3,196.13","3,582.90","2,685.85","21,04,381","6,72,58,74,126.15","1,59,596"
"27-Sep-2023","EQ","3,288.00","3,309.00","3,271.70","3,292.80","3,307.60","3,301.80","3,294.21","3,582.90","2,685.85","5,16,326","1,70,08,84,872.25","55,381"
"26-Sep-2023","EQ","3,323.00","3,324.90","3,260.35","3,323.25","3,292.00","3,292.80","3,286.83","3,582.90","2,685.85","8,34,560","2,74,30,60,927.40","84,109"
"25-Sep-2023","EQ","3,272.30","3,334.80","3,271.15","3,274.85","3,321.15","3,323.25","3,315.09","3,582.90","2,685.85","14,22,084","4,71,43,36,174.20","1,04,864"
"22-Sep-2023","EQ","3,234.95","3,283.60","3,221.15","3,244.20","3,280.50","3,274.85","3,262.19","3,582.90","2,685.85","8,96,521","2,92,46,21,657.00","79,565"
"21-Sep-2023","EQ","3,210.00","3,261.20","3,180.55","3,214.35","3,248.00","3,244.20","3,215.04","3,582.90","2,685.85","8,45,739","2,71,90,86,597.95","91,780"
"20-Sep-2023","EQ","3,206.30","3,228.00","3,195.00","3,206.30","3,224.50","3,214.35","3,205.78","3,582.90","2,685.85","9,01,084","2,88,86,75,679.80","80,782"
"18-Sep-2023","EQ","3,200.00","3,229.90","3,190.00","3,196.65","3,208.00","3,206.30","3,217.20","3,582.90","2,685.85","6,73,602","2,16,71,15,317.10","51,286"
"15-Sep-2023","EQ","3,235.00","3,240.00","3,185.00","3,240.25","3,200.00","3,196.65","3,198.14","3,582.90","2,685.85","15,68,607","5,01,66,26,619.75","1,13,418"
"14-Sep-2023","EQ","3,282.00","3,294.20","3,223.25","3,277.75","3,240.00","3,240.25","3,245.86","3,582.90","2,685.85","11,02,554","3,57,87,36,751.10","1,13,167"
"13-Sep-2023","EQ","3,245.00","3,284.65","3,225.30","3,256.85","3,269.15","3,277.75","3,258.31","3,582.90","2,685.85","8,80,907","2,87,02,66,444.40","59,755"
"12-Sep-2023","EQ","3,260.00","3,279.80","3,243.00","3,259.40","3,260.00","3,256.85","3,262.63","3,582.90","2,685.85","5,54,905","1,81,04,48,074.40","60,638"
"11-Sep-2023","EQ","3,242.00","3,265.00","3,242.00","3,238.05","3,260.00","3,259.40","3,253.70","3,582.90","2,685.85","3,59,345","1,16,92,00,507.25","45,263"
"08-Sep-2023","EQ","3,250.55","3,263.05","3,232.00","3,246.35","3,236.95","3,238.05","3,247.55","3,582.90","2,685.85","3,95,918","1,28,57,64,146.05","33,798"
"07-Sep-2023","EQ","3,225.30","3,253.75","3,201.25","3,225.30","3,246.00","3,246.35","3,230.65","3,582.90","2,685.85","9,23,108","2,98,22,38,499.50","64,965"
"06-Sep-2023","EQ","3,209.00","3,230.00","3,195.00","3,223.30","3,223.00","3,225.30","3,215.62","3,582.90","2,685.85","7,54,106","2,42,49,21,818.85","64,778"
"05-Sep-2023","EQ","3,245.00","3,248.85","3,220.00","3,235.55","3,222.00","3,223.30","3,232.74","3,582.90","2,685.85","5,97,022","1,93,00,16,980.20","50,270"
"04-Sep-2023","EQ","3,259.55","3,266.25","3,216.10","3,259.55","3,245.50","3,235.55","3,232.96","3,582.90","2,685.85","6,96,213","2,25,08,28,100.20","51,379"
"01-Sep-2023","EQ","3,241.10","3,264.20","3,217.10","3,256.10","3,260.95","3,259.55","3,244.70","3,582.90","2,685.85","6,50,131","2,10,94,82,776.80","52,522"
"31-Aug-2023","EQ","3,300.05","3,302.00","3,220.00","3,294.70","3,255.00","3,256.10","3,264.35","3,582.90","2,685.85","16,01,967","5,22,93,84,859.80","80,059"
"30-Aug-2023","EQ","3,301.30","3,302.85","3,276.40","3,285.70","3,284.00","3,294.70","3,289.66","3,582.90","2,685.85","5,99,080","1,97,07,71,024.45","50,537"
"29-Aug-2023","EQ","3,261.00","3,289.00","3,255.05","3,259.70","3,288.00","3,285.70","3,278.37","3,582.90","2,685.85","5,33,163","1,74,79,07,929.95","48,076"
"28-Aug-2023","EQ","3,264.95","3,272.00","3,231.05","3,259.30","3,264.45","3,259.70","3,258.59","3,582.90","2,685.85","7,07,315","2,30,48,52,064.95","56,536"
"25-Aug-2023","EQ","3,224.90","3,265.00","3,216.20","3,225.60","3,255.85","3,259.30","3,245.82","3,582.90","2,685.85","13,63,431","4,42,54,45,993.35","99,869"
"24-Aug-2023","EQ","3,185.00","3,232.90","3,170.90","3,168.80","3,225.20","3,225.60","3,214.61","3,582.90","2,685.85","11,67,742","3,75,38,35,820.55","76,847"
"23-Aug-2023","EQ","3,186.00","3,196.00","3,165.25","3,179.70","3,167.75","3,168.80","3,177.50","3,582.90","2,685.85","3,70,811","1,17,82,52,480.10","39,159"
"22-Aug-2023","EQ","3,198.60","3,198.60","3,171.00","3,182.30","3,178.00","3,179.70","3,182.59","3,582.90","2,685.85","3,77,068","1,20,00,52,464.85","51,650"
"21-Aug-2023","EQ","3,159.90","3,187.50","3,152.15","3,163.55","3,184.00","3,182.30","3,172.66","3,582.90","2,685.85","3,53,330","1,12,09,95,437.05","45,808"
"18-Aug-2023","EQ","3,174.90","3,185.50","3,155.00","3,183.25","3,160.00","3,163.55","3,168.75","3,582.90","2,685.85","5,92,652","1,87,79,66,411.85","59,612"
"17-Aug-2023","EQ","3,223.90","3,224.00","3,162.00","3,194.05","3,177.55","3,183.25","3,181.16","3,582.90","2,685.85","8,73,392","2,77,84,00,870.70","1,02,774"
"16-Aug-2023","EQ","3,194.90","3,208.85","3,176.90","3,202.60","3,188.40","3,194.05","3,190.21","3,582.90","2,685.85","5,97,686","1,90,67,46,025.95","54,808"
"14-Aug-2023","EQ","3,185.35","3,209.90","3,152.25","3,185.35","3,198.00","3,202.60","3,185.32","3,582.90","2,685.85","8,15,534","2,59,77,34,022.95","1,06,204"
"11-Aug-2023","EQ","3,237.90","3,248.95","3,180.00","3,237.90","3,184.95","3,185.35","3,199.90","3,582.90","2,685.85","9,19,023","2,94,07,80,182.80","94,902"
"10-Aug-2023","EQ","3,310.00","3,320.00","3,230.00","3,331.00","3,231.00","3,237.90","3,253.22","3,582.90","2,685.85","12,53,219","4,07,69,99,776.80","1,24,013"
"09-Aug-2023","EQ","3,332.55","3,356.95","3,303.00","3,348.05","3,325.20","3,331.00","3,325.96","3,582.90","2,685.85","6,43,222","2,13,93,29,392.45","68,048"
"08-Aug-2023","EQ","3,343.00","3,359.95","3,332.65","3,343.00","3,342.00","3,348.05","3,346.67","3,582.90","2,685.85","5,00,258","1,67,42,00,655.65","67,902"
"07-Aug-2023","EQ","3,316.05","3,350.00","3,316.00","3,339.65","3,344.00","3,343.00","3,337.51","3,582.90","2,685.85","3,60,358","1,20,26,97,904.20","40,014"
"04-Aug-2023","EQ","3,338.15","3,373.30","3,323.00","3,336.35","3,337.60","3,339.65","3,345.05","3,582.90","2,685.85","5,19,248","1,73,69,08,553.35","49,270"
"03-Aug-2023","EQ","3,370.00","3,379.95","3,317.95","3,362.90","3,335.00","3,336.35","3,339.06","3,582.90","2,685.85","7,11,067","2,37,42,97,846.85","56,957"
"02-Aug-2023","EQ","3,341.20","3,371.95","3,330.65","3,342.95","3,361.00","3,362.90","3,352.75","3,582.90","2,685.85","8,57,218","2,87,40,41,420.05","63,102"
"01-Aug-2023","EQ","3,372.00","3,385.00","3,338.00","3,377.35","3,344.00","3,342.95","3,349.67","3,582.90","2,685.85","6,98,667","2,34,03,01,028.75","58,927"
"31-Jul-2023","EQ","3,323.20","3,388.00","3,323.15","3,390.70","3,375.15","3,377.35","3,361.70","3,582.90","2,685.85","9,33,890","3,13,94,57,052.95","92,632"
"28-Jul-2023","EQ","3,375.00","3,399.00","3,364.50","3,369.40","3,394.40","3,390.70","3,382.56","3,582.90","2,685.85","5,53,750","1,87,30,90,673.90","55,598"
"27-Jul-2023","EQ","3,390.00","3,414.00","3,351.00","3,373.00","3,383.00","3,369.40","3,376.86","3,582.90","2,685.85","8,74,078","2,95,16,40,474.15","72,854"
"26-Jul-2023","EQ","3,399.85","3,413.00","3,365.00","3,400.40","3,365.00","3,373.00","3,389.23","3,582.90","2,685.85","9,59,076","3,25,05,25,166.00","1,00,287"
"25-Jul-2023","EQ","3,547.90","3,547.90","3,350.00","3,543.70","3,395.00","3,400.40","3,427.15","3,582.90","2,685.85","25,55,630","8,75,85,36,304.05","1,85,812"
"24-Jul-2023","EQ","3,506.00","3,568.00","3,498.50","3,517.70","3,544.65","3,543.70","3,533.43","3,582.90","2,685.85","6,80,246","2,40,36,00,498.55","58,792"
"21-Jul-2023","EQ","3,535.95","3,537.95","3,505.00","3,526.00","3,516.00","3,517.70","3,517.09","3,582.90","2,685.85","8,57,975","3,01,75,74,294.10","75,871"
"20-Jul-2023","EQ","3,510.05","3,535.00","3,494.95","3,514.65","3,520.20","3,526.00","3,520.14","3,582.90","2,685.85","5,89,848","2,07,63,47,154.20","58,248"
"19-Jul-2023","EQ","3,520.00","3,530.00","3,482.50","3,513.45","3,515.00","3,514.65","3,503.97","3,582.90","2,685.85","6,20,289","2,17,34,75,302.15","60,461"
